214, 'Midland', 'Texas', 123933, '{"type": "Point", "coordinates": [-102.1097, 32.0299]}'
215, 'Surprise', 'Arizona', 123546, '{"type": "Point", "coordinates": [-112.4527, 33.6706]}'
216, 'Denton', 'Texas', 123099, '{"type": "Point", "coordinates": [-97.1417, 33.2151]}'
217, 'Victorville', 'California', 121096, '{"type": "Point", "coordinates": [-117.3536, 34.5277]}'
218, 'Evansville', 'Indiana', 120310, '{"type": "Point", "coordinates": [-87.5347, 37.9877]}'
219, 'Santa Clara', 'California', 120245, '{"type": "Point", "coordinates": [-121.9679, 37.3646]}'
220, 'Abilene', 'Texas', 120099, '{"type": "Point", "coordinates": [-99.7381, 32.4545]}'
221, 'Athens', 'Georgia', 119980, '{"type": "Point", "coordinates": [-83.3701, 33.9496]}'
222, 'Vallejo', 'California', 118837, '{"type": "Point", "coordinates": [-122.2639, 38.1079]}'
223, 'Allentown', 'Pennsylvania', 118577, '{"type": "Point", "coordinates": [-75.4782, 40.5940]}'
224, 'Norman', 'Oklahoma', 118197, '{"type": "Point", "coordinates": [-97.3453, 35.2406]}'
225, 'Beaumont', 'Texas', 117796, '{"type": "Point", "coordinates": [-94.1458, 30.0843]}'
226, 'Independence', 'Missouri', 117240, '{"type": "Point", "coordinates": [-94.3513, 39.0853]}'
227, 'Murfreesboro', 'Tennessee', 117044, '{"type": "Point", "coordinates": [-86.4161, 35.8522]}'
228, 'Ann Arbor', 'Michigan', 117025, '{"type": "Point", "coordinates": [-83.7313, 42.2756]}'
229, 'Springfield', 'Illinois', 117006, '{"type": "Point", "coordinates": [-89.6708, 39.7639]}'
230, 'Berkeley', 'California', 116768, '{"type": "Point", "coordinates": [-122.2991, 37.8667]}'
231, 'Peoria', 'Illinois', 116513, '{"type": "Point", "coordinates": [-89.6171, 40.7523]}'
232, 'Provo', 'Utah', 116288, '{"type": "Point", "coordinates": [-111.6448, 40.2453]}'
233, 'El Monte', 'California', 115708, '{"type": "Point", "coordinates": [-118.0291, 34.0746]}'
234, 'Columbia', 'Missouri', 115276, '{"type": "Point", "coordinates": [-92.3261, 38.9479]}'
236, 'Fargo', 'North Dakota', 113658, '{"type": "Point", "coordinates": [-96.8290, 46.8652]}'
237, 'Downey', 'California', 113242, '{"type": "Point", "coordinates": [-118.1309, 33.9382]}'
238, 'Costa Mesa', 'California', 112174, '{"type": "Point", "coordinates": [-117.9123, 33.6659]}'
239, 'Wilmington', 'North Carolina', 112067, '{"type": "Point", "coordinates": [-77.8858, 34.2092]}'
240, 'Arvada', 'Colorado', 111707, '{"type": "Point", "coordinates": [-105.1066, 39.8097]}'
241, 'Inglewood', 'California', 111542, '{"type": "Point", "coordinates": [-118.3443, 33.9561]}'
242, 'Miami Gardens', 'Florida', 111378, '{"type": "Point", "coordinates": [-80.2436, 25.9489]}'
243, 'Carlsbad', 'California', 110972, '{"type": "Point", "coordinates": [-117.2828, 33.1239]}'
244, 'Westminster', 'Colorado', 110945, '{"type": "Point", "coordinates": [-105.0644, 39.8822]}'
245, 'Rochester', 'Minnesota', 110742, '{"type": "Point", "coordinates": [-92.4772, 44.0154]}'
246, 'Odessa', 'Texas', 110720, '{"type": "Point", "coordinates": [-102.3434, 31.8804]}'
247, 'Manchester', 'New Hampshire', 110378, '{"type": "Point", "coordinates": [-71.4439, 42.9847]}'
249, 'West Jordan', 'Utah', 110077, '{"type": "Point", "coordinates": [-112.0010, 40.6023]}'
250, 'Round Rock', 'Texas', 109821, '{"type": "Point", "coordinates": [-97.6674, 30.5237]}'
251, 'Clearwater', 'Florida', 109703, '{"type": "Point", "coordinates": [-82.7663, 27.9795]}'
252, 'Waterbury', 'Connecticut', 109676, '{"type": "Point", "coordinates": [-73.0367, 41.5585]}'
253, 'Gresham', 'Oregon', 109397, '{"type": "Point", "coordinates": [-122.4416, 45.5023]}'
254, 'Fairfield', 'California', 109320, '{"type": "Point", "coordinates": [-122.0397, 38.2568]}'
255, 'Billings', 'Montana', 109059, '{"type": "Point", "coordinates": [-108.5499, 45.7895]}'
256, 'Lowell', 'Massachusetts', 108861, '{"type": "Point", "coordinates": [-71.3221, 42.6389]}'
257, 'Ventura', 'California', 108817, '{"type": "Point", "coordinates": [-119.2550, 34.2681]}'
258, 'Pueblo', 'Colorado', 108249, '{"type": "Point", "coordinates": [-104.6124, 38.2731]}'
259, 'High Point', 'North Carolina', 107741, '{"type": "Point", "coordinates": [-79.9902, 35.9855]}'
260, 'West Covina', 'California', 107740, '{"type": "Point", "coordinates": [-117.9099, 34.0559]}'
261, 'Richmond', 'California', 107571, '{"type": "Point", "coordinates": [-122.3594, 37.9530]}'
262, 'Murrieta', 'California', 107479, '{"type": "Point", "coordinates": [-117.1907, 33.5719]}'
263, 'Cambridge', 'Massachusetts', 107289, '{"type": "Point", "coordinates": [-71.1183, 42.3760]}'
264, 'Antioch', 'California', 107100, '{"type": "Point", "coordinates": [-121.7976, 37.9775]}'
265, 'Temecula', 'California', 106780, '{"type": "Point", "coordinates": [-117.1246, 33.5019]}'
266, 'Norwalk', 'California', 106589, '{"type": "Point", "coordinates": [-118.0834, 33.9069]}'
267, 'Centennial', 'Colorado', 106114, '{"type": "Point", "coordinates": [-104.8691, 39.5906]}'
268, 'Everett', 'Washington', 105370, '{"type": "Point", "coordinates": [-122.1742, 48.0033]}'
269, 'Palm Bay', 'Florida', 104898, '{"type": "Point", "coordinates": [-80.6626, 27.9856]}'
270, 'Wichita Falls', 'Texas', 104898, '{"type": "Point", "coordinates": [-98.5259, 33.9067]}'
271, 'Green Bay', 'Wisconsin', 104779, '{"type": "Point", "coordinates": [-87.9842, 44.5207]}'
272, 'Daly City', 'California', 104739, '{"type": "Point", "coordinates": [-122.4650, 37.7009]}'
273, 'Burbank', 'California', 104709, '{"type": "Point", "coordinates": [-118.3249, 34.1890]}'
274, 'Richardson', 'Texas', 104475, '{"type": "Point", "coordinates": [-96.7081, 32.9723]}'
275, 'Pompano Beach', 'Florida', 104410, '{"type": "Point", "coordinates": [-80.1290, 26.2426]}'
